,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
710,H2KY02117,"BEACHAM, ANDREW R.",C,3.0,UNK,2970.0,0.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,KY,02,,,,L,2.0,450.0,0.0,2012-12-31,0.0,0.0
711,H6KY03124,"YARMUTH, JOHN A MR",I,1.0,DEM,1000849.45,0.0,725040.26,0.0,243170.46,518979.65,0.0,0.0,0.0,0.0,0.0,132262.4,504055.07,KY,03,,W,,W,63.0,489968.73,11.07,2012-12-31,250.0,3000.0
712,H0KY03226,"WICKER, SCOTT BROOKS JR",C,2.0,REP,51614.38,0.0,43117.0,0.0,78.75,7136.57,2402.0,0.0,0.0,0.0,0.0,0.0,42212.12,KY,03,,W,,L,34.0,5000.0,0.0,2012-12-31,0.0,0.0
713,H2KY04139,"ADKINS, WILLIAM R. ""BILL""",O,1.0,DEM,130786.35,0.0,157883.54,0.0,0.0,0.0,0.0,5500.0,0.0,11000.0,0.0,0.0,69598.35,KY,04,,W,,L,34.0,45125.0,10563.0,2012-11-26,0.0,0.0
717,H2KY04121,"MASSIE, THOMAS H.",I,2.0,REP,1089631.49,0.0,966562.38,0.0,0.0,123069.11,0.0,105000.0,0.0,25000.0,0.0,80000.0,672420.25,KY,04,W,W,,W,62.0,303500.0,3500.0,2012-12-31,1040.0,0.0
719,H6KY05111,"STEPP, KENNETH S",C,1.0,DEM,1973.57,0.0,1973.27,0.0,0.0,0.0,1118.57,0.0,0.0,55.0,0.0,0.0,250.0,KY,05,,W,,L,22.0,0.0,0.0,2012-12-31,0.0,0.0
720,H0KY05015,"ROGERS, HAROLD DALLAS",I,2.0,REP,1535445.49,0.0,1322648.03,0.0,709124.94,921922.4,0.0,0.0,0.0,0.0,0.0,0.0,572363.17,KY,05,,W,,W,77.0,955726.94,2000.0,2012-12-31,4400.0,500.0
721,H4KY06072,"CHANDLER, A.B. III",I,1.0,DEM,2403028.68,3438.3,2533044.02,0.0,131635.28,1619.94,0.0,0.0,0.0,0.0,0.0,0.0,1364111.66,KY,06,,W,,L,46.0,1010752.73,10829.89,2012-12-31,5000.0,0.0
722,H0KY06104,"BARR, GARLAND ANDY",C,2.0,REP,2221934.6,14196.65,2211676.11,0.0,25496.33,35754.82,0.0,0.0,0.0,0.0,0.0,18037.22,1756373.52,KY,06,,W,,W,50.0,436334.08,6202.0,2012-12-31,11965.68,1000.0
724,H0LA01087,"SCALISE, STEVE MR.",I,2.0,REP,1436751.06,0.0,1198851.91,183134.0,362991.69,600890.84,0.0,0.0,0.0,0.0,0.0,0.0,733179.81,LA,01,,,,W,66.0,699101.0,0.0,2012-12-31,7700.0,0.0
725,H2LA01075,"KING, GARY W",C,2.0,REP,17023.57,0.0,11749.1,0.0,0.0,5274.47,5886.0,5236.0,1459.43,0.0,0.0,6695.43,4442.14,LA,01,,,,L,8.0,0.0,0.0,2012-12-31,0.0,0.0
726,H2LA02107,"LANDRIEU, GARY C",C,1.0,DEM,8250.0,0.0,9433.54,0.0,18.0,1084.0,0.0,0.0,0.0,0.0,1900.0,1350.0,5000.0,LA,02,,,,L,25.0,0.0,0.0,2012-11-13,0.0,0.0
727,H8LA02054,"RICHMOND, CEDRIC L.",I,1.0,DEM,937451.41,0.0,925311.02,0.0,3271.36,15411.75,0.0,0.0,0.0,99000.0,0.0,59446.5,311087.0,LA,02,,,,W,56.0,612335.8,5000.0,2012-12-31,200.0,0.0
728,H2LA02099,"LAROSE, JOSUE",C,2.0,REP,2044.21,0.0,1944.21,0.0,0.0,0.0,1000.0,1044.21,0.0,0.0,0.0,0.0,0.0,LA,02,,,,L,4.0,0.0,0.0,2012-12-31,0.0,0.0
729,H2LA02115,"BAILEY, DWAYNE",C,2.0,REP,3210.0,0.0,2674.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,3210.0,LA,02,,,,L,13.0,0.0,0.0,2012-11-15,0.0,0.0
731,H2LA03055,"RICHARD, RON",C,1.0,DEM,87102.9,0.0,86390.34,0.0,0.0,712.56,0.0,0.0,21500.0,0.0,0.0,21500.0,55412.5,LA,03,,,,L,21.0,10000.0,0.0,2012-12-31,1250.0,0.0
732,H0LA03141,"LANDRY, JEFFREY M",I,2.0,REP,2309957.83,0.0,2244000.42,0.0,980.38,66912.84,0.0,26884.79,0.0,28210.79,0.0,21537.91,1940224.83,LA,03,,,,L,30.0,340224.72,0.0,2012-12-31,9200.0,0.0
733,H4LA07029,"BOUSTANY, JR, CHARLES W.",I,2.0,REP,4496593.86,0.0,4867555.13,0.0,561329.34,190368.07,0.0,0.0,0.0,0.0,0.0,0.0,2281501.2,LA,03,,,,L,44.0,2210277.14,0.0,2012-12-31,12049.0,2622.47
734,H8LA04225,"FLEMING, JOHN C MR. JR.",I,2.0,REP,1620069.64,0.0,1319610.19,0.0,180751.98,481211.43,899.2,0.0,0.0,326864.92,0.0,248735.08,1294134.09,LA,04,,,,W,75.0,321363.1,0.0,2012-12-31,1680.0,4400.0
735,H2LA05084,"ALEXANDER, RODNEY M. MR.",I,2.0,REP,1400551.28,0.0,1157954.63,0.0,2298.41,244645.06,0.0,25000.0,0.0,25000.0,0.0,0.0,893293.01,LA,05,,,,W,77.0,481406.51,482.5,2012-12-31,2750.0,1000.0
736,H8LA00017,"CASSIDY, WILLIAM",I,2.0,REP,1797931.07,0.0,653527.92,0.0,889070.3,2033473.45,0.0,0.0,0.0,0.0,0.0,0.0,1077390.26,LA,06,,,,W,79.0,713615.77,4000.0,2012-12-31,12700.09,500.0
740,H8MA02041,"NEAL, RICHARD E MR.",I,1.0,DEM,1793586.71,0.0,1902833.93,0.0,2175841.22,2066594.0,0.0,0.0,0.0,0.0,0.0,0.0,440653.1,MA,01,,W,,W,0.0,1293765.73,0.0,2012-12-31,0.0,0.0
741,H4MA03022,"MCGOVERN, JIM",I,1.0,DEM,1068822.44,0.0,740708.53,0.0,26137.11,354251.02,0.0,0.0,0.0,0.0,0.0,0.0,615356.08,MA,02,,W,,W,0.0,449917.19,1174.41,2012-12-31,1300.0,0.0
743,H8MA05143,"TSONGAS, NICOLA S",I,1.0,DEM,1606981.65,0.0,1477655.22,0.0,3004.49,132330.92,0.0,0.0,0.0,37000.0,0.0,1400.0,1257965.3,MA,03,,W,,L,34.0,329673.32,1314.93,2012-12-31,4040.85,0.0
744,H0MA05066,"GOLNIK, JONATHAN A",C,2.0,REP,248685.93,0.0,261842.62,0.0,13210.19,53.5,0.0,10000.0,0.0,0.0,0.0,115000.0,230360.93,MA,03,,W,,W,65.0,2600.0,4550.0,2012-12-31,0.0,0.0
749,H2MA04073,"KENNEDY, JOSEPH P III",O,1.0,DEM,4204049.8,49998.97,3869295.43,0.0,0.0,334754.37,0.0,0.0,0.0,0.0,0.0,0.0,3717773.85,MA,04,,W,,W,61.0,425321.06,0.0,2012-12-31,9175.0,0.0
752,H0MA04127,"BIELAT, SEAN",O,2.0,REP,1074704.7,0.0,1068677.77,0.0,7458.65,13485.58,0.0,0.0,0.0,0.0,0.0,29224.55,1030464.06,MA,04,,W,,L,35.0,37006.0,0.0,2012-12-31,10635.56,0.0
755,H6MA07101,"MARKEY, EDWARD JOHN",I,1.0,DEM,1091666.32,0.0,1110491.92,0.0,3070415.07,3050589.47,0.0,0.0,0.0,0.0,0.0,0.0,486531.94,MA,05,,W,,W,75.0,434228.25,0.0,2012-12-31,5200.0,0.0
758,H4MA05043,"TIERNEY, THOMAS P",C,2.0,REP,15560.0,0.0,15628.0,0.0,201.0,52.0,0.0,13100.0,0.0,0.0,0.0,159100.0,210.0,MA,05,,W,,L,24.0,1000.0,0.0,2012-12-31,0.0,0.0
759,H4MA06033,"TIERNEY, JOHN F",I,1.0,DEM,2133195.59,0.0,2299260.87,0.0,188235.34,22170.06,0.0,0.0,0.0,0.0,0.0,3022.15,1311634.12,MA,06,,W,,W,48.0,801941.75,12264.12,2012-12-31,3500.0,10000.0
761,H2MA00014,"TISEI, RICHARD R.",C,2.0,REP,2384014.59,35227.5,2383077.28,0.0,0.0,937.31,0.0,0.0,0.0,0.0,0.0,0.0,1956758.43,MA,06,,W,,L,47.0,370666.0,5000.0,2012-12-31,31078.23,1250.0
762,H2MA06078,"FISHMAN, DANIEL",C,3.0,LIB,8291.0,0.0,6673.0,0.0,0.0,50.0,6057.0,0.0,0.0,0.0,0.0,0.0,1234.0,MA,06,,,,L,4.0,0.0,1000.0,2012-10-17,0.0,0.0
763,H8MA08071,"CAPUANO, MICHAEL E",I,1.0,DEM,909487.24,0.0,595431.79,48000.0,168427.57,482483.02,0.0,0.0,0.0,0.0,0.0,0.0,430558.55,MA,07,,W,,W,83.0,471500.0,2150.0,2012-12-31,200.0,0.0
765,H2MA09072,"LYNCH, STEPHEN F",I,1.0,DEM,729836.44,0.0,642217.09,0.0,672585.55,760206.1,0.0,0.0,0.0,0.0,0.0,0.0,250775.75,MA,08,,W,,W,76.0,464175.0,0.0,2012-12-31,0.0,0.0
766,H2MA08066,"SELVAGGI, JOE",C,2.0,REP,36560.0,0.0,36558.0,0.0,0.0,1755.61,0.0,2602.0,619.0,1755.0,281.0,2602.0,30856.0,MA,08,,W,,L,23.0,0.0,1550.0,2012-12-31,0.0,0.0
768,H0MA10082,"KEATING, WILLIAM RICHARD",I,1.0,DEM,1061105.28,0.0,816180.03,0.0,3352.85,248278.1,0.0,0.0,0.0,0.0,0.0,0.0,520840.88,MA,09,,W,,W,58.0,539332.0,643.14,2012-12-31,6100.0,0.0
770,H2MA09189,"SHELDON, CHRISTOPHER",C,2.0,REP,71605.89,0.0,71587.19,0.0,0.0,18.7,0.0,15478.31,0.0,8790.0,0.0,26088.29,52442.73,MA,09,,W,,L,32.0,600.0,3025.0,2012-12-31,25.0,0.0
772,H2MA09205,"BOTELHO, DANIEL S",C,3.0,IND,12117.51,0.0,11922.42,0.0,0.0,195.09,0.0,8582.51,0.0,0.0,0.0,8582.51,3535.0,MA,09,,,,L,9.0,0.0,0.0,2012-12-31,0.0,0.0
773,H2MD01147,"ROSEN, WENDY W",C,1.0,DEM,212998.69,0.0,209851.47,0.0,0.0,3146.98,0.0,101500.0,20500.0,17000.0,0.0,84500.0,111297.54,MD,01,,W,,L,28.0,150.0,0.0,2012-12-31,0.0,0.0
776,H8MD01094,"HARRIS, ANDREW P",I,2.0,REP,1595563.24,0.0,1465785.54,0.0,40302.12,170079.82,0.0,0.0,0.0,20000.0,4800.0,0.0,1147584.46,MD,01,,W,,W,67.0,438352.5,1233.0,2012-12-31,1245.0,0.0
777,H2MD01170,"BODA, MUIR WAYNE",C,3.0,LIB,1764.35,0.0,1718.05,0.0,0.0,46.3,217.85,151.5,0.0,0.0,0.0,151.5,1395.0,MD,01,,,,L,4.0,0.0,0.0,2012-11-26,0.0,0.0
778,H2MD02160,"RUPPERSBERGER, C.A. DUTCH",I,1.0,DEM,1408187.25,0.0,1096047.97,0.0,578825.21,890964.49,0.0,0.0,0.0,0.0,0.0,0.0,660737.07,MD,02,,W,,W,65.0,739399.68,0.0,2012-12-31,910.0,0.0
780,H2MD02236,"JACOBS, NANCY CAMP",C,2.0,REP,258792.29,0.0,253209.01,0.0,0.0,5583.42,0.0,0.0,0.0,0.0,0.0,0.0,242186.3,MD,02,,W,,L,31.0,14339.0,2125.0,2012-12-31,1700.0,0.0
783,H6MD03292,"SARBANES, JOHN P. MR.",I,1.0,DEM,1010366.77,0.0,640835.69,0.0,359367.03,728898.11,0.0,0.0,0.0,0.0,0.0,0.0,1007366.77,MD,03,,W,,W,66.0,3000.0,0.0,2012-12-31,2600.0,0.0
784,H2MD03143,"KNOWLES, ERIC DELANO",C,2.0,REP,31003.52,0.0,30271.32,500.0,0.0,732.2,0.0,0.0,200.0,0.0,0.0,200.0,29829.22,MD,03,,W,,L,29.0,375.0,250.0,2012-12-31,50.0,0.0
786,H6MD04183,"EDWARDS, DONNA",I,1.0,DEM,788055.51,5000.0,779458.79,88000.0,12337.46,20934.18,0.0,0.0,0.0,0.0,0.0,10020.0,335752.25,MD,04,,W,,W,77.0,446507.4,0.0,2012-12-31,35.0,0.0
787,H2MD04273,"LOUDON, FAITH M",C,2.0,REP,76922.37,615.0,76922.37,6580.43,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,64001.37,MD,04,,W,,L,20.0,9321.0,2650.0,2012-12-31,0.0,0.0
788,H2MD05155,"HOYER, STENY HAMILTON",I,1.0,DEM,4155102.7,140851.14,3838032.94,0.0,459962.33,777032.09,0.0,0.0,0.0,0.0,0.0,0.0,1303984.01,MD,05,,W,,L,88.0,2686921.16,83.17,2012-12-31,3000.0,8850.0
790,H2MD05478,"O'DONNELL, TONY",C,2.0,REP,177798.76,0.0,171648.43,2020.0,0.0,869.36,100.0,0.0,0.0,0.0,0.0,0.0,167048.76,MD,05,,W,,W,7.0,6350.0,4200.0,2012-12-31,50.0,0.0
794,H2MD06195,"DELANEY, JOHN K",C,1.0,DEM,4605118.46,109456.24,4601988.07,91500.0,0.0,3130.39,122956.15,2334350.0,0.0,86750.0,0.0,638675.42,1652152.16,MD,06,,W,,W,58.0,381289.8,0.0,2012-12-31,278.0,0.0
797,H2MD06054,"BARTLETT, ROSCOE G. REP.",I,2.0,REP,1160262.71,8641.39,1371543.67,33000.0,239890.82,28609.86,0.0,0.0,0.0,0.0,0.0,0.0,648974.7,MD,06,,W,,L,38.0,475813.99,15000.0,2012-12-31,12910.0,2502.0
806,H6MD07160,"CUMMINGS, ELIJAH E",I,1.0,DEM,795483.37,0.0,842134.99,0.0,826704.0,780052.38,0.0,0.0,0.0,0.0,0.0,0.0,217186.86,MD,07,,W,,W,76.0,567746.25,0.0,2012-12-31,0.0,0.0
807,H0MD07072,"MIRABILE, FRANK CHARLES JR",C,2.0,REP,15180.0,0.0,14790.58,0.0,1983.04,2372.46,0.0,0.0,0.0,0.0,0.0,0.0,15180.0,MD,07,,W,,L,21.0,0.0,0.0,2012-10-17,0.0,0.0
808,H2MD08126,"VAN HOLLEN, CHRIS",I,1.0,DEM,1634095.81,131766.1,1545663.56,626300.0,1907739.0,1996171.25,0.0,0.0,0.0,0.0,0.0,2209.56,727770.71,MD,08,,W,,W,62.0,754498.54,16.3,2012-12-31,9175.0,0.0
809,H2MD08159,"TIMMERMAN, KEN",C,2.0,REP,216118.13,0.0,213678.64,0.0,0.0,2439.49,0.0,0.0,0.0,0.0,0.0,0.0,200005.5,MD,08,,W,,L,34.0,12600.0,3512.63,2012-12-31,0.0,0.0
810,H0MD08138,"GRANNIS, MARK ANDREW",C,3.0,LIB,10884.0,2660.0,9784.0,0.0,0.0,1099.0,2719.0,0.0,0.0,0.0,0.0,0.0,5504.0,MD,08,,,,L,2.0,0.0,0.0,2012-10-17,0.0,0.0
811,H8ME01120,"PINGREE, CHELLIE M",I,1.0,DEM,1024607.7,0.0,881241.8,0.0,18054.68,161420.58,10939.6,0.0,0.0,0.0,0.0,20000.0,825296.25,ME,01,,W,,W,64.0,186500.0,336.22,2012-12-31,15150.0,0.0
813,H2ME01123,"COURTNEY, JONATHAN T E",C,2.0,REP,129711.36,0.0,129711.36,0.0,0.0,0.0,504.86,760.26,0.0,760.26,0.0,0.0,109046.24,ME,01,,W,,L,35.0,11300.0,8100.0,2012-12-31,0.0,500.0
814,H2ME02097,"MICHAUD, MICHAEL H.",I,1.0,DEM,1222006.4,0.0,1199774.95,0.0,58406.17,80637.92,0.0,0.0,0.0,0.0,0.0,0.0,451215.95,ME,02,,W,,W,58.0,767550.0,24.35,2012-12-31,0.0,3500.0
815,H2ME02071,"RAYE, KEVIN L",C,2.0,REP,682562.64,0.0,682273.12,0.0,0.0,289.52,0.0,0.0,0.0,0.0,0.0,0.0,553952.76,ME,02,,W,,L,41.0,115360.88,13249.0,2012-12-31,0.0,0.0
817,H0MI01153,"MCDOWELL, GARY J. HON.",C,1.0,DEM,1497727.24,0.0,1488710.75,0.0,48.19,9064.68,0.0,675.0,0.0,1525.0,0.0,0.0,953752.42,MI,01,,W,,L,47.0,516109.0,17774.37,2012-12-31,4678.0,0.0
818,H0MI01088,"BENISHEK, DANIEL J. M.D.",I,2.0,REP,2224860.19,29589.79,2171929.55,0.0,35686.12,88651.76,100.0,3000.0,0.0,43000.0,0.0,128000.0,1030173.82,MI,01,,W,,W,48.0,1110997.16,28014.52,2012-12-31,3800.0,200.0
819,H0MI02094,"HUIZENGA, WILLIAM P",I,2.0,REP,1066724.18,0.0,977482.82,0.0,49394.9,143406.56,0.0,0.0,0.0,0.0,0.0,0.0,423592.83,MI,02,,W,,W,61.0,639306.91,0.0,2012-12-31,0.0,1500.0
821,H2MI03148,"PESTKA, STEVE",C,1.0,DEM,2098543.08,0.0,2096680.33,0.0,0.0,1862.75,31348.33,1600000.0,0.0,20000.0,0.0,20044.0,328942.15,MI,03,,W,,L,44.0,132550.0,0.0,2012-12-31,1658.28,250.0
822,H0MI03126,"AMASH, JUSTIN",I,2.0,REP,1361048.44,10699.12,1293710.96,0.0,10506.04,77843.52,22245.56,25000.0,0.0,100100.0,0.0,100000.0,1110707.77,MI,03,,W,,W,52.0,184550.0,500.0,2012-12-31,2913.0,3000.0
823,H2MI04237,"WIRTH, DEBRA FREIDELL",C,1.0,DEM,37835.0,0.0,37732.0,0.0,0.0,0.0,0.0,25990.0,0.0,101.0,0.0,25888.0,4395.0,MI,04,,W,,L,33.0,5000.0,2450.0,2012-12-31,0.0,0.0
824,H0MI10071,"CAMP, DAVID LEE",I,2.0,REP,4476144.59,500.0,3299097.53,0.0,1476043.32,2653090.38,0.0,0.0,0.0,0.0,0.0,0.0,1281930.26,MI,04,,W,,W,63.0,3172193.93,745.0,2012-12-31,6695.0,0.0
825,H2MI05119,"KILDEE, DANIEL T",O,1.0,DEM,721597.71,0.0,579338.7,75000.0,0.0,142259.01,0.0,0.0,0.0,0.0,0.0,0.0,369631.01,MI,05,,W,,L,65.0,351938.95,0.0,2012-12-31,5130.0,5000.0
827,H2MI05127,"SLEZAK, JAMES",O,2.0,REP,57221.06,0.0,56949.91,0.0,25.0,296.15,5000.0,0.0,0.0,0.0,0.0,0.0,51721.06,MI,05,,W,,W,31.0,500.0,0.0,2012-11-26,0.0,0.0
830,H2MI06075,"O'BRIEN, MICHAEL DENNIS",C,1.0,DEM,293986.94,0.0,292382.55,0.0,0.0,1602.0,1160.91,0.0,0.0,0.0,0.0,0.0,266668.03,MI,06,,W,,L,42.0,22797.0,3361.0,2012-12-31,0.0,0.0
832,H6MI04113,"UPTON, FREDERICK STEPHEN",I,2.0,REP,4129538.09,125687.1,4724797.57,0.0,665847.64,70588.16,0.0,0.0,0.0,0.0,0.0,0.0,1317657.3,MI,06,,W,,W,54.0,2677981.21,500.0,2012-12-31,3000.0,12000.0
833,H2MI07099,"HASKELL, KURT RICHARD",C,1.0,DEM,101252.47,0.0,101252.47,0.0,0.0,0.0,22625.37,48400.0,5000.0,0.0,2347.72,0.0,17727.1,MI,07,,W,,L,43.0,7000.0,500.0,2012-12-31,5.0,0.0
836,H4MI07103,"WALBERG, TIMOTHY L. HON.",I,2.0,REP,1533549.73,22525.7,1309734.62,0.0,52287.66,276102.77,0.0,0.0,0.0,0.0,0.0,0.0,977247.09,MI,07,,W,,W,53.0,523426.36,3699.0,2012-12-31,6300.0,0.0
837,H0MI08091,"ENDERLE, LANCE L",C,1.0,DEM,59310.76,0.0,59209.62,0.0,61.0,161.14,100.0,20571.0,0.0,1500.0,0.0,12698.0,25820.84,MI,08,,W,,L,37.0,5068.92,1600.0,2012-12-31,0.0,0.0
839,H0MI08042,"ROGERS, MICHAEL J",I,2.0,REP,1921587.04,0.0,1726143.81,0.0,1088936.04,1284379.27,0.0,0.0,0.0,0.0,0.0,0.0,685697.9,MI,08,,W,,W,58.0,1218706.88,300.0,2012-12-31,2750.0,0.0
840,H2MI08139,"BROOKS, LEON PRESTON JR",C,3.0,IND,20652.0,0.0,21502.0,0.0,1139.0,38.0,0.0,18322.0,0.0,0.0,0.0,216.0,2330.0,MI,08,,,,L,1.0,0.0,0.0,2012-12-31,0.0,0.0
842,H2MI17023,"LEVIN, SANDER M MR",I,1.0,DEM,1836756.43,0.0,1649665.19,0.0,51046.73,238137.97,0.0,0.0,0.0,0.0,0.0,0.0,555220.0,MI,09,,W,,W,61.0,1276317.52,0.0,2012-12-31,3900.0,0.0
843,H0MI12127,"VOLARIC, DONALD CECIL",C,2.0,REP,54076.52,0.0,55313.61,0.0,4791.46,3554.37,0.0,225.0,0.0,0.0,0.0,6998.4,53851.52,MI,09,,W,,L,34.0,0.0,0.0,2012-12-31,0.0,0.0
848,H6MI12181,"MILLER, CANDICE S.",I,2.0,REP,674170.19,0.0,801503.32,0.0,901301.73,773968.6,0.0,0.0,0.0,0.0,0.0,0.0,222113.5,MI,10,,W,,W,68.0,448450.0,0.0,2012-12-31,0.0,0.0
849,H2MI11117,"TAJ, SYED DR",O,1.0,DEM,705593.58,0.0,698355.23,96815.0,0.0,7238.35,5.0,59497.63,0.0,20773.0,0.0,38924.63,542516.03,MI,11,,W,,L,44.0,101947.0,1604.13,2012-11-26,1250.0,0.0
855,H2MI11133,"BENTIVOLIO, KERRY",O,2.0,REP,589761.87,3238.3,586251.98,0.0,0.0,3509.89,115.0,144083.13,0.0,103083.13,0.0,213409.43,204112.16,MI,11,,W,,W,50.0,221277.0,16750.0,2012-12-31,2500.0,0.0
858,H2MI11216,"JOHNSON , DANIEL",O,3.0,UNK,11774.0,0.0,11774.0,0.0,0.0,0.0,11774.0,0.0,0.0,0.0,0.0,0.0,11774.0,MI,11,,,,L,0.0,0.0,0.0,2012-11-06,0.0,0.0
860,H6MI16034,"DINGELL, JOHN D. MR.",I,1.0,DEM,1444696.44,0.0,1090720.81,0.0,33089.51,387065.14,0.0,0.0,0.0,0.0,0.0,0.0,361243.25,MI,12,,W,,W,67.0,1046146.29,2500.0,2012-12-31,1000.0,0.0
862,H2MI12156,"KALLGREN, CYNTHIA",C,2.0,REP,22630.22,0.0,22780.67,0.0,0.0,298.88,2834.0,1000.0,0.0,1000.0,0.0,0.0,18568.86,MI,12,,W,,L,28.0,0.0,200.0,2012-12-31,0.0,0.0
866,H6MI01028,"CONYERS, JOHN JR.",I,1.0,DEM,1044468.12,0.0,990584.78,0.0,9439.33,63322.67,0.0,0.0,0.0,0.0,0.0,0.0,408107.42,MI,13,,W,,W,82.0,631777.23,0.0,2012-12-31,3823.62,4000.0
870,H8MI09068,"PETERS, GARY",I,1.0,DEM,2281359.28,0.0,1887339.89,0.0,92719.6,486738.99,0.0,0.0,0.0,0.0,0.0,0.0,1198852.73,MI,14,,W,,W,82.0,1048661.43,2944.6,2012-12-31,18100.0,0.0
871,H6MN01174,"WALZ, TIMOTHY J.",I,1.0,DEM,1976106.21,513.17,1931330.56,500.0,18461.3,63236.95,0.0,0.0,0.0,0.0,0.0,0.0,1137130.64,MN,01,,W,,W,57.0,780172.66,7610.28,2012-12-31,6976.09,1000.0
872,H0MN01037,"QUIST, ALLEN",C,2.0,REP,640214.5,0.0,640312.03,0.0,97.53,0.0,205000.0,315000.0,0.0,45000.0,0.0,0.0,101214.5,MN,01,,W,,L,42.0,14600.0,4100.0,2012-12-22,0.0,0.0
875,H2MN02122,"OBERMUELLER, MICHAEL E",C,1.0,DEM,722173.24,0.0,710165.81,0.0,0.0,12007.43,0.0,37500.0,0.0,5000.0,0.0,32500.0,457991.9,MN,02,,W,,L,45.0,218076.0,8220.0,2012-12-31,850.0,0.0
877,H8MN06047,"KLINE, JOHN PAUL JR",I,2.0,REP,2352676.1,18645.29,1957355.51,0.0,170269.74,565590.33,0.0,0.0,0.0,0.0,0.0,0.0,1230774.43,MN,02,,W,,W,54.0,1048750.0,150.0,2012-12-31,6000.0,0.0
882,H8MN03077,"PAULSEN, ERIK",I,2.0,REP,3113793.48,0.0,2567483.39,92000.0,149536.29,693846.38,0.0,0.0,0.0,0.0,0.0,0.0,1902399.58,MN,03,,W,,W,58.0,1200882.57,3255.99,2012-12-31,9000.0,0.0
883,H2MN03070,"BARNES, BRIAN PATRICK",C,3.0,DFL,400434.95,0.0,397940.49,0.0,0.0,2494.46,15000.0,0.0,0.0,0.0,0.0,0.0,342860.86,MN,03,,W,,L,41.0,36574.09,6000.0,2012-12-31,9000.0,0.0
885,H2MN04110,"HERNANDEZ, ANTHONY J",C,2.0,REP,66696.85,0.0,68015.91,0.0,0.0,15.12,92.46,0.0,0.0,0.0,0.0,0.0,51554.38,MN,04,,W,,L,31.0,2600.0,12450.0,2012-12-31,0.0,0.0
886,H0MN04049,"MCCOLLUM, BETTY",I,3.0,DFL,931989.76,0.0,942684.05,0.0,58708.2,48013.91,0.0,0.0,0.0,0.0,0.0,0.0,489691.43,MN,04,,W,,W,62.0,441025.0,0.0,2012-12-31,0.0,5800.0
888,H6MN05183,"ELLISON, KEITH MAURICE",I,1.0,DEM,2053544.11,1325.99,2160553.78,0.0,163579.43,56569.76,0.0,0.0,0.0,0.0,0.0,0.0,1662473.91,MN,05,,W,,W,74.0,378450.0,5.71,2012-12-31,4375.0,500.0
890,H2MN05133,"FIELDS, CHRIS",C,2.0,REP,365440.71,2887.07,357683.14,0.0,0.0,7757.57,4301.65,0.0,0.0,0.0,0.0,0.0,326287.03,MN,05,,W,,L,25.0,13375.0,0.0,2012-12-31,0.0,4082.64
893,H6MN06074,"BACHMANN, MICHELE",I,2.0,REP,25894721.16,2855788.08,25580916.25,3203174.08,1860477.54,2174282.45,0.0,0.0,0.0,0.0,0.0,119607.39,21834541.72,MN,06,,W,,L,50.0,255740.0,5200.0,2012-12-31,97985.0,0.0
895,H2MN06198,"GRAVES, JAMES JOSEPH",C,3.0,DFL,2579981.55,0.0,2551801.15,0.0,0.0,28180.29,0.0,520000.0,0.0,270000.0,0.0,261797.92,1933891.9,MN,06,,W,,W,49.0,124814.65,1050.0,2012-12-31,10960.0,0.0
896,H0MN07059,"BYBERG, LEE",C,2.0,REP,617019.84,0.0,635147.02,0.0,17446.63,-680.55,0.0,66500.0,0.0,33180.6,0.0,126035.75,512465.63,MN,07,,W,,L,34.0,14050.0,0.0,2012-12-31,0.0,850.0
898,H2MN07014,"PETERSON, COLLIN CLARK",I,3.0,DFL,1129343.43,0.0,1497202.12,0.0,402275.31,34416.62,0.0,0.0,0.0,0.0,0.0,0.0,219837.47,MN,07,,W,,W,60.0,896440.54,6213.5,2012-12-31,0.0,0.0
902,H0MN08115,"CRAVAACK, RAYMOND J MR.",I,2.0,REP,2374759.79,26823.79,2373883.67,0.0,28920.11,29796.23,0.0,0.0,0.0,0.0,0.0,0.0,1573812.38,MN,08,,W,,L,45.0,768550.2,0.0,2012-12-31,14790.0,15865.38
903,H2MN08111,"NOLAN, RICHARD MICHAEL",C,3.0,DFL,1269915.13,0.0,1228764.97,0.0,0.0,41150.16,0.0,0.0,0.0,0.0,0.0,38513.88,836911.09,MN,08,,W,,W,54.0,422979.36,9934.38,2012-12-31,1951.0,0.0
